Algoritmo,Distribuicao,TamanhoVetor,Comparacoes,Trocas,AcessosMemoria,ProfRecursao,TempoNS,MemoriaAuxiliarBytes
Bubble Sort,Aleatorio,1000,497154,243195,1967088,0,27535000,13
Bubble Sort,Aleatorio,1000,499347,250735,2001634,0,32784100,13
Bubble Sort,Aleatorio,1000,499094,254260,2015228,0,37443600,13
Bubble Sort,Aleatorio,1000,499290,249516,1996644,0,35841900,13
Bubble Sort,Aleatorio,1000,497085,249039,1990326,0,31494600,13
Bubble Sort,Aleatorio,1000,497609,247397,1984806,0,35131300,13
Bubble Sort,Aleatorio,1000,497730,238651,1950064,0,30713100,13
Bubble Sort,Aleatorio,1000,497670,255932,2019068,0,52191600,13
Bubble Sort,Aleatorio,1000,498015,251986,2003974,0,73101300,13
Bubble Sort,Aleatorio,1000,498465,244654,1975546,0,44436200,13
Bubble Sort,Aleatorio,1000,499434,249492,1996836,0,33495800,13
Bubble Sort,Aleatorio,1000,499094,248692,1992956,0,28434000,13
Bubble Sort,Aleatorio,1000,499122,242021,1966328,0,25433100,13
Bubble Sort,Aleatorio,1000,498275,249832,1995878,0,23532600,13
Bubble Sort,Aleatorio,1000,498372,249663,1995396,0,30196000,13
Bubble Sort,Aleatorio,1000,497670,257307,2024568,0,58456400,13
Bubble Sort,Aleatorio,1000,499035,250600,2000470,0,61674300,13
Bubble Sort,Aleatorio,1000,498510,253228,2009932,0,75657500,13
Bubble Sort,Aleatorio,1000,499122,258317,2031512,0,53286200,13
Bubble Sort,Aleatorio,1000,497670,238956,1951164,0,36790800,13
Bubble Sort,Aleatorio,1000,499149,250586,2000642,0,36107300,13
Bubble Sort,Aleatorio,1000,498225,248507,1990478,0,34193700,13
Bubble Sort,Aleatorio,1000,497085,249700,1992970,0,33269500,13
Bubble Sort,Aleatorio,1000,499409,248890,1994378,0,34139100,13
Bubble Sort,Aleatorio,1000,498122,253065,2008504,0,35377100,13
Bubble Sort,Aleatorio,1000,499065,247979,1990046,0,26423000,13
Bubble Sort,Aleatorio,1000,498680,249283,1994492,0,21264400,13
Bubble Sort,Aleatorio,1000,498939,253241,2010842,0,19972500,13
Bubble Sort,Aleatorio,1000,498465,244361,1974374,0,20653700,13
Bubble Sort,Aleatorio,1000,498680,250309,1998596,0,20558900,13
Insertion Sort,Aleatorio,1000,245926,245930,983724,0,19938900,12
Insertion Sort,Aleatorio,1000,259763,259766,1039066,0,16453700,12
Insertion Sort,Aleatorio,1000,256080,256075,1024324,0,15896500,12
Insertion Sort,Aleatorio,1000,248597,248588,994398,0,7558100,12
Insertion Sort,Aleatorio,1000,255612,255609,1022456,0,7680600,12
Insertion Sort,Aleatorio,1000,260769,260773,1043098,0,42436800,12
Insertion Sort,Aleatorio,1000,258553,258549,1034220,0,31057600,12
Insertion Sort,Aleatorio,1000,257506,257507,1030036,0,15543400,12
Insertion Sort,Aleatorio,1000,247900,247894,991610,0,16534700,12
Insertion Sort,Aleatorio,1000,248146,248144,992588,0,17114500,12
Insertion Sort,Aleatorio,1000,251745,251749,1006998,0,15676300,12
Insertion Sort,Aleatorio,1000,247131,247132,988538,0,18338300,12
Insertion Sort,Aleatorio,1000,244746,244747,979002,0,20329300,12
Insertion Sort,Aleatorio,1000,249388,249383,997564,0,16131400,12
Insertion Sort,Aleatorio,1000,249208,249202,996836,0,15913300,12
Insertion Sort,Aleatorio,1000,257817,257815,1031280,0,13155300,12
Insertion Sort,Aleatorio,1000,241234,241235,964950,0,12312900,12
Insertion Sort,Aleatorio,1000,262810,262809,1051250,0,14196200,12
Insertion Sort,Aleatorio,1000,245023,245027,980108,0,8337300,12
Insertion Sort,Aleatorio,1000,262911,262911,1051660,0,12270700,12
Insertion Sort,Aleatorio,1000,249989,249988,999968,0,7483800,12
Insertion Sort,Aleatorio,1000,237051,237056,948224,0,8611400,12
Insertion Sort,Aleatorio,1000,248499,248496,994000,0,13266000,12
Insertion Sort,Aleatorio,1000,251118,251120,1004492,0,8931100,12
Insertion Sort,Aleatorio,1000,252459,252458,1009848,0,11831100,12
Insertion Sort,Aleatorio,1000,242283,242287,969148,0,13920600,12
Insertion Sort,Aleatorio,1000,256066,256071,1024282,0,8056300,12
Insertion Sort,Aleatorio,1000,248973,248976,995910,0,9099700,12
Insertion Sort,Aleatorio,1000,256042,256041,1024180,0,7692100,12
Insertion Sort,Aleatorio,1000,258978,258982,1035934,0,7790200,12
Selection Sort,Aleatorio,1000,499500,990,1002960,0,17300500,12
Selection Sort,Aleatorio,1000,499500,994,1002976,0,14108200,12
Selection Sort,Aleatorio,1000,499500,995,1002980,0,17752000,12
Selection Sort,Aleatorio,1000,499500,994,1002976,0,23151200,12
Selection Sort,Aleatorio,1000,499500,994,1002976,0,17569600,12
Selection Sort,Aleatorio,1000,499500,998,1002992,0,19865400,12
Selection Sort,Aleatorio,1000,499500,994,1002976,0,15847800,12
Selection Sort,Aleatorio,1000,499500,991,1002964,0,24700700,12
Selection Sort,Aleatorio,1000,499500,993,1002972,0,15576000,12
Selection Sort,Aleatorio,1000,499500,996,1002984,0,13558500,12
Selection Sort,Aleatorio,1000,499500,994,1002976,0,11846000,12
Selection Sort,Aleatorio,1000,499500,996,1002984,0,14523100,12
Selection Sort,Aleatorio,1000,499500,991,1002964,0,26404200,12
Selection Sort,Aleatorio,1000,499500,994,1002976,0,19369900,12
Selection Sort,Aleatorio,1000,499500,990,1002960,0,19224400,12
Selection Sort,Aleatorio,1000,499500,993,1002972,0,17658700,12
Selection Sort,Aleatorio,1000,499500,995,1002980,0,16917300,12
Selection Sort,Aleatorio,1000,499500,993,1002972,0,11912500,12
Selection Sort,Aleatorio,1000,499500,993,1002972,0,19966700,12
Selection Sort,Aleatorio,1000,499500,995,1002980,0,19488300,12
Selection Sort,Aleatorio,1000,499500,995,1002980,0,16991000,12
Selection Sort,Aleatorio,1000,499500,994,1002976,0,10003800,12
Selection Sort,Aleatorio,1000,499500,991,1002964,0,12940300,12
Selection Sort,Aleatorio,1000,499500,989,1002956,0,14411500,12
Selection Sort,Aleatorio,1000,499500,990,1002960,0,16400100,12
Selection Sort,Aleatorio,1000,499500,993,1002972,0,10953600,12
Selection Sort,Aleatorio,1000,499500,994,1002976,0,28054700,12
Selection Sort,Aleatorio,1000,499500,993,1002972,0,18390900,12
Selection Sort,Aleatorio,1000,499500,996,1002984,0,16951300,12
Selection Sort,Aleatorio,1000,499500,992,1002968,0,11931500,12
Merge Sort,Aleatorio,1000,8707,1269,29928,11,1689200,39904
Merge Sort,Aleatorio,1000,8705,1271,29928,11,1704900,39904
Merge Sort,Aleatorio,1000,8668,1308,29928,11,1119700,39904
Merge Sort,Aleatorio,1000,8720,1256,29928,11,1694900,39904
Merge Sort,Aleatorio,1000,8714,1262,29928,11,2725200,39904
Merge Sort,Aleatorio,1000,8711,1265,29928,11,1698100,39904
Merge Sort,Aleatorio,1000,8718,1258,29928,11,4942900,39904
Merge Sort,Aleatorio,1000,8734,1242,29928,11,1996900,39904
Merge Sort,Aleatorio,1000,8717,1259,29928,11,1745200,39904
Merge Sort,Aleatorio,1000,8698,1278,29928,11,1101600,39904
Merge Sort,Aleatorio,1000,8709,1267,29928,11,2093900,39904
Merge Sort,Aleatorio,1000,8717,1259,29928,11,1967300,39904
Merge Sort,Aleatorio,1000,8747,1229,29928,11,1458000,39904
Merge Sort,Aleatorio,1000,8736,1240,29928,11,1704400,39904
Merge Sort,Aleatorio,1000,8701,1275,29928,11,1068500,39904
Merge Sort,Aleatorio,1000,8697,1279,29928,11,1708700,39904
Merge Sort,Aleatorio,1000,8714,1262,29928,11,1726700,39904
Merge Sort,Aleatorio,1000,8737,1239,29928,11,2174400,39904
Merge Sort,Aleatorio,1000,8706,1270,29928,11,1822000,39904
Merge Sort,Aleatorio,1000,8702,1274,29928,11,2429800,39904
Merge Sort,Aleatorio,1000,8724,1252,29928,11,2051300,39904
Merge Sort,Aleatorio,1000,8705,1271,29928,11,2248400,39904
Merge Sort,Aleatorio,1000,8709,1267,29928,11,5026100,39904
Merge Sort,Aleatorio,1000,8700,1276,29928,11,1816000,39904
Merge Sort,Aleatorio,1000,8726,1250,29928,11,1696000,39904
Merge Sort,Aleatorio,1000,8691,1285,29928,11,1890300,39904
Merge Sort,Aleatorio,1000,8710,1266,29928,11,1708500,39904
Merge Sort,Aleatorio,1000,8684,1292,29928,11,2175300,39904
Merge Sort,Aleatorio,1000,8717,1259,29928,11,1674900,39904
Merge Sort,Aleatorio,1000,8701,1275,29928,11,3142800,39904
Heap Sort,Aleatorio,1000,16854,9092,70076,0,1103400,12
Heap Sort,Aleatorio,1000,16882,9106,70188,0,1078600,12
Heap Sort,Aleatorio,1000,16900,9098,70192,0,1672400,12
Heap Sort,Aleatorio,1000,16862,9072,70012,0,1141400,12
Heap Sort,Aleatorio,1000,16827,9095,70034,0,1502700,12
Heap Sort,Aleatorio,1000,16860,9066,69984,0,1118400,12
Heap Sort,Aleatorio,1000,16870,9090,70100,0,1063400,12
Heap Sort,Aleatorio,1000,16850,9087,70048,0,1330200,12
Heap Sort,Aleatorio,1000,16877,9091,70118,0,1093400,12
Heap Sort,Aleatorio,1000,16846,9077,70000,0,1240400,12
Heap Sort,Aleatorio,1000,16859,9102,70126,0,1103000,12
Heap Sort,Aleatorio,1000,16812,9058,69856,0,1105700,12
Heap Sort,Aleatorio,1000,16930,9139,70416,0,1194600,12
Heap Sort,Aleatorio,1000,16867,9078,70046,0,1191200,12
Heap Sort,Aleatorio,1000,16870,9100,70140,0,1160700,12
Heap Sort,Aleatorio,1000,16816,9070,69912,0,1099700,12
Heap Sort,Aleatorio,1000,16878,9092,70124,0,1141400,12
Heap Sort,Aleatorio,1000,16847,9058,69926,0,1050000,12
Heap Sort,Aleatorio,1000,16922,9122,70332,0,1051400,12
Heap Sort,Aleatorio,1000,16820,9075,69940,0,1106600,12
Heap Sort,Aleatorio,1000,16811,9048,69814,0,1098000,12
Heap Sort,Aleatorio,1000,16877,9079,70070,0,1085300,12
Heap Sort,Aleatorio,1000,16853,9089,70062,0,1043700,12
Heap Sort,Aleatorio,1000,16870,9082,70068,0,1185800,12
Heap Sort,Aleatorio,1000,16813,9068,69898,0,1168500,12
Heap Sort,Aleatorio,1000,16881,9104,70178,0,1091200,12
Heap Sort,Aleatorio,1000,16865,9089,70086,0,1147800,12
Heap Sort,Aleatorio,1000,16833,9088,70018,0,1126300,12
Heap Sort,Aleatorio,1000,16842,9081,70008,0,1151600,12
Heap Sort,Aleatorio,1000,16843,9068,69958,0,1265500,12
Shell Sort,Aleatorio,1000,13794,12239,56080,0,854800,16
Shell Sort,Aleatorio,1000,14418,12803,58528,0,1041500,16
Shell Sort,Aleatorio,1000,13562,11998,55202,0,835200,16
Shell Sort,Aleatorio,1000,13553,11918,55078,0,902500,16
Shell Sort,Aleatorio,1000,13306,11600,54024,0,821000,16
Shell Sort,Aleatorio,1000,12989,11323,52840,0,881300,16
Shell Sort,Aleatorio,1000,13947,12355,56670,0,884600,16
Shell Sort,Aleatorio,1000,14072,12455,57172,0,899700,16
Shell Sort,Aleatorio,1000,13803,12250,56138,0,927700,16
Shell Sort,Aleatorio,1000,15423,13939,62560,0,957800,16
Shell Sort,Aleatorio,1000,13784,12130,55986,0,918800,16
Shell Sort,Aleatorio,1000,14422,12784,58524,0,916200,16
Shell Sort,Aleatorio,1000,13803,12185,56128,0,946700,16
Shell Sort,Aleatorio,1000,13692,12075,55674,0,847500,16
Shell Sort,Aleatorio,1000,13705,12070,55722,0,948200,16
Shell Sort,Aleatorio,1000,14330,12759,58208,0,910800,16
Shell Sort,Aleatorio,1000,13297,11673,54064,0,822900,16
Shell Sort,Aleatorio,1000,13580,11976,55218,0,885800,16
Shell Sort,Aleatorio,1000,13503,11864,54866,0,857600,16
Shell Sort,Aleatorio,1000,13931,12358,56642,0,893100,16
Shell Sort,Aleatorio,1000,13721,12122,55786,0,929600,16
Shell Sort,Aleatorio,1000,13860,12235,56312,0,905300,16
Shell Sort,Aleatorio,1000,13802,12199,56096,0,934900,16
Shell Sort,Aleatorio,1000,13694,12076,55666,0,852100,16
Shell Sort,Aleatorio,1000,14394,12871,58510,0,902100,16
Shell Sort,Aleatorio,1000,13939,12277,56604,0,1013400,16
Shell Sort,Aleatorio,1000,13592,11951,55224,0,909800,16
Shell Sort,Aleatorio,1000,13589,11972,55276,0,1078300,16
Shell Sort,Aleatorio,1000,13568,11965,55160,0,936100,16
Shell Sort,Aleatorio,1000,13787,12143,55988,0,902800,16
Quick Sort,Aleatorio,1000,12024,8017,56789,21,1554700,252
Quick Sort,Aleatorio,1000,10395,5934,45185,20,592700,240
Quick Sort,Aleatorio,1000,10191,6313,46304,19,1016700,228
Quick Sort,Aleatorio,1000,10371,5578,43717,21,581400,252
Quick Sort,Aleatorio,1000,10949,6162,47204,20,622200,240
Quick Sort,Aleatorio,1000,10812,5649,44887,22,605300,264
Quick Sort,Aleatorio,1000,11039,6249,47745,21,607600,252
Quick Sort,Aleatorio,1000,10300,5710,44103,20,697500,240
Quick Sort,Aleatorio,1000,10354,5753,44387,20,596300,240
Quick Sort,Aleatorio,1000,11356,6039,47540,22,615900,264
Quick Sort,Aleatorio,1000,10780,6990,50179,21,649400,252
Quick Sort,Aleatorio,1000,11749,5661,46794,26,614400,312
Quick Sort,Aleatorio,1000,11097,5912,46499,23,600100,276
Quick Sort,Aleatorio,1000,11422,6743,50484,24,656000,288
Quick Sort,Aleatorio,1000,11312,7048,51487,22,666000,264
Quick Sort,Aleatorio,1000,11075,6678,49526,26,695000,312
Quick Sort,Aleatorio,1000,11499,6121,48158,24,630800,288
Quick Sort,Aleatorio,1000,11489,6013,47688,21,616500,252
Quick Sort,Aleatorio,1000,10587,5759,44875,22,582300,264
Quick Sort,Aleatorio,1000,12481,5728,48530,25,577300,300
Quick Sort,Aleatorio,1000,10591,5800,45035,22,595100,264
Quick Sort,Aleatorio,1000,11361,5802,46591,23,583400,276
Quick Sort,Aleatorio,1000,10987,6528,48755,21,677800,252
Quick Sort,Aleatorio,1000,10422,6282,46635,21,612600,252
Quick Sort,Aleatorio,1000,10646,5275,43060,21,640800,252
Quick Sort,Aleatorio,1000,11831,6983,52270,23,698100,276
Quick Sort,Aleatorio,1000,10900,6272,47552,22,623000,264
Quick Sort,Aleatorio,1000,11533,6416,49398,24,641800,288
Quick Sort,Aleatorio,1000,12068,7779,55926,23,711000,276
Quick Sort,Aleatorio,1000,10672,6155,46625,23,602100,276
Quick Random,Aleatorio,1000,10676,6359,47458,21,638300,252
Quick Random,Aleatorio,1000,10664,7189,50758,22,695600,264
Quick Random,Aleatorio,1000,12367,7484,55342,23,789900,276
Quick Random,Aleatorio,1000,11522,6956,51540,25,692600,300
Quick Random,Aleatorio,1000,10886,6143,47011,21,660700,252
Quick Random,Aleatorio,1000,10998,7399,52264,22,967400,264
Quick Random,Aleatorio,1000,11793,7702,55059,22,697700,264
Quick Random,Aleatorio,1000,10600,6783,49000,22,710900,264
Quick Random,Aleatorio,1000,12749,7317,55429,24,562100,288
Quick Random,Aleatorio,1000,10905,6216,47347,21,623500,252
Quick Random,Aleatorio,1000,11789,8624,58737,23,587600,276
Quick Random,Aleatorio,1000,10455,6775,48680,23,666200,276
Quick Random,Aleatorio,1000,10749,6788,49323,22,625200,264
Quick Random,Aleatorio,1000,10561,5772,44870,23,590600,276
Quick Random,Aleatorio,1000,12577,8275,58905,23,778800,276
Quick Random,Aleatorio,1000,10670,7152,50609,22,694700,264
Quick Random,Aleatorio,1000,10856,6286,47522,24,625700,288
Quick Random,Aleatorio,1000,11426,5992,47485,25,658200,300
Quick Random,Aleatorio,1000,11893,6698,51247,23,744300,276
Quick Random,Aleatorio,1000,10862,6479,48297,23,662000,276
Quick Random,Aleatorio,1000,12572,9007,61846,26,974900,312
Quick Random,Aleatorio,1000,10272,6089,45565,21,637800,252
Quick Random,Aleatorio,1000,10996,6841,50027,23,652000,276
Quick Random,Aleatorio,1000,10897,7381,51991,21,704600,252
Quick Random,Aleatorio,1000,10992,7224,51544,22,850500,264
Quick Random,Aleatorio,1000,11958,6764,51637,23,696500,276
Quick Random,Aleatorio,1000,10697,7368,51529,24,668000,288
Quick Random,Aleatorio,1000,10981,6190,47387,21,662100,252
Quick Random,Aleatorio,1000,10981,5971,46521,21,610100,252
Quick Random,Aleatorio,1000,10918,6934,50248,21,691700,252
Bubble Sort,Ordenado,1000,999,0,1998,0,36400,13
Bubble Sort,Ordenado,1000,999,0,1998,0,32300,13
Bubble Sort,Ordenado,1000,999,0,1998,0,36000,13
Bubble Sort,Ordenado,1000,999,0,1998,0,29800,13
Bubble Sort,Ordenado,1000,999,0,1998,0,33800,13
Bubble Sort,Ordenado,1000,999,0,1998,0,79700,13
Bubble Sort,Ordenado,1000,999,0,1998,0,30800,13
Bubble Sort,Ordenado,1000,999,0,1998,0,30600,13
Bubble Sort,Ordenado,1000,999,0,1998,0,31000,13
Bubble Sort,Ordenado,1000,999,0,1998,0,34400,13
Bubble Sort,Ordenado,1000,999,0,1998,0,30000,13
Bubble Sort,Ordenado,1000,999,0,1998,0,30100,13
Bubble Sort,Ordenado,1000,999,0,1998,0,31200,13
Bubble Sort,Ordenado,1000,999,0,1998,0,30800,13
Bubble Sort,Ordenado,1000,999,0,1998,0,32600,13
Bubble Sort,Ordenado,1000,999,0,1998,0,33800,13
Bubble Sort,Ordenado,1000,999,0,1998,0,30700,13
Bubble Sort,Ordenado,1000,999,0,1998,0,31000,13
Bubble Sort,Ordenado,1000,999,0,1998,0,47100,13
Bubble Sort,Ordenado,1000,999,0,1998,0,34800,13
Bubble Sort,Ordenado,1000,999,0,1998,0,34900,13
Bubble Sort,Ordenado,1000,999,0,1998,0,32200,13
Bubble Sort,Ordenado,1000,999,0,1998,0,31000,13
Bubble Sort,Ordenado,1000,999,0,1998,0,32300,13
Bubble Sort,Ordenado,1000,999,0,1998,0,32400,13
Bubble Sort,Ordenado,1000,999,0,1998,0,30700,13
Bubble Sort,Ordenado,1000,999,0,1998,0,31100,13
Bubble Sort,Ordenado,1000,999,0,1998,0,30300,13
Bubble Sort,Ordenado,1000,999,0,1998,0,30700,13
Bubble Sort,Ordenado,1000,999,0,1998,0,30200,13
Insertion Sort,Ordenado,1000,999,0,3996,0,50400,12
Insertion Sort,Ordenado,1000,999,0,3996,0,82500,12
Insertion Sort,Ordenado,1000,999,0,3996,0,47900,12
Insertion Sort,Ordenado,1000,999,0,3996,0,85400,12
Insertion Sort,Ordenado,1000,999,0,3996,0,52500,12
Insertion Sort,Ordenado,1000,999,0,3996,0,52800,12
Insertion Sort,Ordenado,1000,999,0,3996,0,52900,12
Insertion Sort,Ordenado,1000,999,0,3996,0,48300,12
Insertion Sort,Ordenado,1000,999,0,3996,0,47900,12
Insertion Sort,Ordenado,1000,999,0,3996,0,48800,12
Insertion Sort,Ordenado,1000,999,0,3996,0,73500,12
Insertion Sort,Ordenado,1000,999,0,3996,0,48900,12
Insertion Sort,Ordenado,1000,999,0,3996,0,70000,12
Insertion Sort,Ordenado,1000,999,0,3996,0,65300,12
Insertion Sort,Ordenado,1000,999,0,3996,0,48000,12
Insertion Sort,Ordenado,1000,999,0,3996,0,51700,12
Insertion Sort,Ordenado,1000,999,0,3996,0,47600,12
Insertion Sort,Ordenado,1000,999,0,3996,0,47500,12
Insertion Sort,Ordenado,1000,999,0,3996,0,83600,12
Insertion Sort,Ordenado,1000,999,0,3996,0,46900,12
Insertion Sort,Ordenado,1000,999,0,3996,0,48600,12
Insertion Sort,Ordenado,1000,999,0,3996,0,48600,12
Insertion Sort,Ordenado,1000,999,0,3996,0,84500,12
Insertion Sort,Ordenado,1000,999,0,3996,0,48200,12
Insertion Sort,Ordenado,1000,999,0,3996,0,49000,12
Insertion Sort,Ordenado,1000,999,0,3996,0,81200,12
Insertion Sort,Ordenado,1000,999,0,3996,0,83300,12
Insertion Sort,Ordenado,1000,999,0,3996,0,48400,12
Insertion Sort,Ordenado,1000,999,0,3996,0,85100,12
Insertion Sort,Ordenado,1000,999,0,3996,0,100600,12
Selection Sort,Ordenado,1000,499500,0,999000,0,19037400,12
Selection Sort,Ordenado,1000,499500,0,999000,0,20913400,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17908400,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17169100,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17642400,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17026300,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17291800,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17401500,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17119500,12
Selection Sort,Ordenado,1000,499500,0,999000,0,16538600,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17092500,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17753000,12
Selection Sort,Ordenado,1000,499500,0,999000,0,15744700,12
Selection Sort,Ordenado,1000,499500,0,999000,0,16159400,12
Selection Sort,Ordenado,1000,499500,0,999000,0,16824500,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17167300,12
Selection Sort,Ordenado,1000,499500,0,999000,0,16583200,12
Selection Sort,Ordenado,1000,499500,0,999000,0,20775100,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17450000,12
Selection Sort,Ordenado,1000,499500,0,999000,0,16453000,12
Selection Sort,Ordenado,1000,499500,0,999000,0,15925800,12
Selection Sort,Ordenado,1000,499500,0,999000,0,16257900,12
Selection Sort,Ordenado,1000,499500,0,999000,0,16795800,12
Selection Sort,Ordenado,1000,499500,0,999000,0,18505700,12
Selection Sort,Ordenado,1000,499500,0,999000,0,16777900,12
Selection Sort,Ordenado,1000,499500,0,999000,0,20051700,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17872700,12
Selection Sort,Ordenado,1000,499500,0,999000,0,28386000,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17400400,12
Selection Sort,Ordenado,1000,499500,0,999000,0,17772800,12
Merge Sort,Ordenado,1000,5044,4932,29928,11,1633500,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1624500,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1905900,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1418200,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1872900,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1546200,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1592400,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1779000,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1622000,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1483800,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1529400,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1521100,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,3746300,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1805700,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1952300,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1505500,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,2121600,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1502000,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1888200,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1532000,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1602100,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1504900,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1429000,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,2028400,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1883900,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1584200,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1565400,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,2147700,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1717900,39904
Merge Sort,Ordenado,1000,5044,4932,29928,11,1553300,39904
Heap Sort,Ordenado,1000,17583,9708,73998,0,1076800,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1489300,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1927000,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1142100,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1147900,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1109500,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1103000,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1073700,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1116200,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1085400,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1130400,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1162900,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1363400,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1195600,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1123400,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1219000,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1143700,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1154000,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1158100,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1133500,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1164200,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1994400,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1430500,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1185100,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1145200,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1398400,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1037200,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,858800,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1147600,12
Heap Sort,Ordenado,1000,17583,9708,73998,0,1217900,12
Shell Sort,Ordenado,1000,5457,0,21828,0,398600,16
Shell Sort,Ordenado,1000,5457,0,21828,0,291100,16
Shell Sort,Ordenado,1000,5457,0,21828,0,290100,16
Shell Sort,Ordenado,1000,5457,0,21828,0,352400,16
Shell Sort,Ordenado,1000,5457,0,21828,0,300900,16
Shell Sort,Ordenado,1000,5457,0,21828,0,313300,16
Shell Sort,Ordenado,1000,5457,0,21828,0,268100,16
Shell Sort,Ordenado,1000,5457,0,21828,0,304500,16
Shell Sort,Ordenado,1000,5457,0,21828,0,318800,16
Shell Sort,Ordenado,1000,5457,0,21828,0,276400,16
Shell Sort,Ordenado,1000,5457,0,21828,0,279400,16
Shell Sort,Ordenado,1000,5457,0,21828,0,292000,16
Shell Sort,Ordenado,1000,5457,0,21828,0,293800,16
Shell Sort,Ordenado,1000,5457,0,21828,0,278700,16
Shell Sort,Ordenado,1000,5457,0,21828,0,273600,16
Shell Sort,Ordenado,1000,5457,0,21828,0,303700,16
Shell Sort,Ordenado,1000,5457,0,21828,0,303700,16
Shell Sort,Ordenado,1000,5457,0,21828,0,310400,16
Shell Sort,Ordenado,1000,5457,0,21828,0,317800,16
Shell Sort,Ordenado,1000,5457,0,21828,0,313400,16
Shell Sort,Ordenado,1000,5457,0,21828,0,310700,16
Shell Sort,Ordenado,1000,5457,0,21828,0,274200,16
Shell Sort,Ordenado,1000,5457,0,21828,0,279400,16
Shell Sort,Ordenado,1000,5457,0,21828,0,285000,16
Shell Sort,Ordenado,1000,5457,0,21828,0,315100,16
Shell Sort,Ordenado,1000,5457,0,21828,0,305000,16
Shell Sort,Ordenado,1000,5457,0,21828,0,281000,16
Shell Sort,Ordenado,1000,5457,0,21828,0,350800,16
Shell Sort,Ordenado,1000,5457,0,21828,0,278300,16
